Category,TypeProduct_Desc,STYLE,Retail_SubClass_Desc,Style_Estimated_Cost,Gender_Desc,Country_Cd,eaFabricCost,eaCMCost,eaTrimCost,eaArtCost,eaWashCost,eaOtherCost,eaFOB,LandingCosts,All.empty,Selling Season,Yesr,Month,Made Year,Minimum Wage (USD)
_APPAREL,KNIT,Dresses,Knit,106.995,Girl,ID,36.75,18.9,3.78,18.9,2.1,7.98,88.41,18.585,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Bottoms,Knit Bottom,85.2243,Girl,ID,19.53,18.9,8.4,0,2.1,19.32,68.25,16.9743,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Bottoms,Knit Pant,94.4454,Girl,VN,47.25,18.9,7.98,0,0,1.47,75.6,18.8454,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Swim Top,92.148,Boy,VN,30.45,18.9,0,8.4,0,7.35,65.1,27.048,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Polos,81.795,Boy,IN,35.7,18.9,9.45,0,1.68,2.73,63,18.795,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Dresses,Knit,76.629,Girl,KH,25.2,18.9,7.35,8.4,1.05,2.1,63,13.629,No,Winter,2016,1,2016,
_APPAREL,KNIT,Dresses,Knit,111.762,Girl,KH,61.95,18.9,7.35,0,1.05,3.15,92.4,19.362,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,75.9843,Girl,VN,22.68,19.11,0,15.96,2.1,0,59.85,16.1343,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,66.7065,Girl,ID,20.37,19.11,0,10.92,2.1,0,52.5,14.2065,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Bottoms,Pant,60.7047,Boy,CN,19.74,19.11,7.35,0,2.1,0,48.3,12.4047,No,Winter,2016,1,2016,309.31922
ACCESSORIES,TIGHT,Accessories,Tight,86.31,Girl,TW,34.65,19.11,0,0,0,15.54,69.3,17.01,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,71.9355,Girl,IN,20.58,19.53,2.1,13.23,1.26,0,56.7,15.2355,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,75.8583,Girl,IN,20.58,19.53,2.1,16.38,1.26,0,59.85,16.0083,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,72.0615,Girl,VN,22.05,19.53,0,13.02,2.1,0,56.7,15.3615,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Active Top,129.7023,Boy,IN,71.19,19.53,4.83,0,1.05,3.15,99.75,29.9523,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,66.8325,Girl,VN,20.16,19.53,0,10.71,2.1,0,52.5,14.3325,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,58.5858,Girl,ID,12.18,19.53,0,12.39,2.1,0,46.2,12.3858,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,53.508,Girl,VN,12.18,19.53,0,8.19,2.1,0,42,11.508,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,58.5858,Girl,ID,14.28,19.53,0,10.29,2.1,0,46.2,12.3858,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,81.795,Girl,ID,16.17,19.74,5.88,19.11,2.1,0,63,18.795,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,75.0729,Girl,ID,21,19.95,1.05,15.12,2.1,0,59.22,15.8529,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Cardigans,185.1738,Girl,CN,34.23,19.95,4.2,91.77,0,6.3,156.45,28.7238,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Swim Top,77.343,Boy,CN,32.55,19.95,0,7.35,0,1.47,61.32,16.023,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Active Top,120.3615,Boy,VN,53.55,19.95,6.3,10.5,2.1,0,92.4,27.9615,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Fashion Top,72.4101,Boy,CN,18.9,19.95,4.2,10.5,1.05,1.05,55.65,16.7601,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Bottoms,Skirts,100.422,Girl,VN,57.54,19.95,2.31,0,0,0,79.8,20.622,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,63.9156,Girl,VN,24.15,19.95,4.2,0,2.1,0,50.4,13.5156,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,75.0729,Girl,ID,21,19.95,0.42,15.75,2.1,0,59.22,15.8529,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,75.0729,None,ID,21,19.95,0.42,15.75,2.1,0,59.22,15.8529,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,76.1187,Girl,ID,20.79,19.95,0.84,16.38,2.1,0,60.06,16.0587,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Dresses,Dress,107.7468,Girl,ID,52.29,19.95,3.78,0,2.1,10.92,89.04,18.7068,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Dresses,Dress,100.5963,Girl,VN,35.7,19.95,8.4,16.8,2.1,0,82.95,17.6463,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Skirts,Fashion,74.739,Girl,VN,32.34,19.95,7.35,0,1.26,2.1,63,11.739,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Dresses,Knit,87.9228,Girl,ID,44.52,19.95,0.84,0,2.1,5.04,72.45,15.4728,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Dresses,Knit,92.6898,Girl,ID,46.2,19.95,4.62,0,0,5.67,76.44,16.2498,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Dresses,Knit,74.1195,Girl,KH,24.57,19.95,6.3,0,1.05,9.03,60.9,13.2195,No,Winter,2016,1,2016,
ACCESSORIES,HAIR,Accessories,Hair,64.6191,Girl,CN,9.45,19.95,10.5,0,0,16.8,56.7,7.9191,No,Winter,2016,1,2016,309.31922
ACCESSORIES,HAIR,Accessories,Hair,58.6719,Girl,CN,7.35,19.95,10.5,0,0,13.65,51.45,7.2219,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Tops,Knit Top,85.008,Girl,IN,21.42,20.16,2.1,22.26,1.26,0,67.2,17.808,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Active Top,145.5195,Boy,VN,75.6,20.37,4.2,10.5,0,0,110.67,34.8495,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Bottoms,Pant,65.8665,Boy,KH,23.73,20.37,3.36,0,2.1,2.94,52.5,13.3665,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,75.9843,Girl,VN,21.21,20.58,0,15.96,2.1,0,59.85,16.1343,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,115.0758,Girl,ID,29.61,20.58,0,39.06,2.1,0,91.35,23.7258,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Bottoms,Pant,58.1238,Girl,KH,18.06,20.58,2.52,0,2.1,2.94,46.2,11.9238,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,81.795,Girl,ID,16.17,20.79,2.1,21.84,2.1,0,63,18.795,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,80.703,Girl,ID,18.48,20.79,1.68,21,2.1,0,64.05,16.653,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Bottoms,Knit Pant,112.4487,Girl,VN,56.7,21,10.5,0,2.1,0,90.3,22.1487,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Active Top,136.395,Boy,VN,63,21,9.45,6.3,2.1,3.15,105,31.395,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Polos,90.0291,Boy,VN,33.6,21,9.45,0,2.1,3.15,69.3,20.7291,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Polo/Rugby,120.0633,Boy,VN,35.7,21,9.45,0,2.1,24.57,92.82,27.2433,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Polo/Rugby,92.7108,Boy,VN,35.7,21,9.45,0,2.1,3.15,71.4,21.3108,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Active Top,120.7626,Boy,KH,53.55,21,8.4,8.4,2.1,0,93.45,27.3126,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Bottoms,Woven Pant,137.5332,Boy,VN,72.66,21,11.34,0,4.2,0,109.2,28.3332,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Bottoms,Knit Pant,105.777,Boy,VN,48.3,21,9.45,0,2.1,3.15,84,21.777,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Bodysuit,65.9547,Boy,CN,16.8,21,5.88,9.87,1.05,1.05,55.65,10.3047,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Bottoms,Knit Pant,91.077,Boy,VN,40.95,21,10.5,0,0,0,72.45,18.627,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Polo/Rugby,108.801,Boy,VN,48.3,21,9.45,0,2.1,3.15,84,24.801,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Bodysuit,64.7346,Girl,CN,20.37,21,5.88,5.25,1.05,1.05,54.6,10.1346,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Fashion Top,68.3865,Girl,CN,22.05,21,7.35,0,1.05,1.05,52.5,15.8865,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Bodysuit,59.8584,Boy,CN,14.7,21,4.83,7.77,1.05,1.05,50.4,9.4584,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Bottoms,Knit Pant,76.3161,Girl,VN,33.6,21,6.3,0,0,0,60.9,15.4161,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,58.5858,Girl,ID,23.94,21,0,0,1.26,0,46.2,12.3858,No,Winter,2015,1,2015,216
ACCESSORIES,HATS,Hats,BG Hat,63.4158,Girl,CN,12.39,21,10.5,0,5.25,5.25,54.39,9.0258,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Dresses,Dress,106.869,Girl,VN,53.76,21,11.34,0,2.1,0,88.2,18.669,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Dresses,Knit,77.7588,Girl,VN,27.3,21,10.5,0,1.26,3.78,63.84,13.9188,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Skirts,Knit,64.7262,Girl,VN,21.84,21,5.25,0,0,6.3,54.39,10.3362,No,Winter,2015,1,2015,100.85865
_APPAREL,WOVEN,Shorts,Woven,74.7978,Boy,BD,24.15,21,9.87,0,1.68,2.1,58.8,15.9978,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Bottoms,Knit Bottom,103.8786,Boy,TH,44.73,21,10.08,0,2.1,5.04,82.95,20.9286,No,Winter,2015,1,2015,
_APPAREL,KNIT,Bottoms,Skirts,80.6778,Girl,ID,21.84,21,12.18,0,2.1,11.13,68.25,12.4278,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Tops,Knit Top,63.7896,Girl,ID,14.07,21,0,13.23,2.1,0,50.4,13.3896,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Dresses,Dress,110.3823,Girl,VN,34.65,21,5.25,28.14,2.1,0,91.14,19.2423,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Knit Top,79.779,Girl,ID,18.69,21,0,21.21,2.1,0,63,16.779,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Tops,Swim Top,116.13,Boy,VN,42,21,0,7.35,0,11.55,81.9,34.23,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Bodysuit,70.5852,Girl,TH,18.9,21,4.2,11.34,2.1,2.1,59.64,10.9452,No,Winter,2016,1,2016,
_APPAREL,KNIT,Dresses,Dress,102.9798,Girl,KH,48.3,21,3.15,11.55,1.05,0,85.05,17.9298,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Bodysuit,70.5852,Girl,KH,23.94,21,4.2,6.3,2.1,2.1,59.64,10.9452,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Tops,Fashion Top,78.96,Boy,BD,32.76,21,6.3,0,1.68,1.26,63,15.96,No,Winter,2016,1,2016,67.31
_APPAREL,KNIT,Bottoms,Pant,78.771,Boy,KH,17.85,21,9.45,4.2,2.1,8.4,63,15.771,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,83.7018,Girl,ID,21.21,21,0,21.84,2.1,0,66.15,17.5518,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Tops,Knit Top,81.6102,Girl,ID,19.53,21,1.05,20.79,2.1,0,64.47,17.1402,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Tops,Polo/Rugby,100.5669,Boy,IN,47.04,21,9.45,0,2.1,2.73,77.7,22.8669,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Onepieces,Onepiece,87.8976,Uni,KH,33.6,21,5.25,7.35,2.1,5.25,74.55,13.3476,No,Winter,2016,1,2016,
ACCESSORIES,SHOES,Shoes,BB Shoe,98.6937,Boy,CN,34.44,21,4.2,0,0,7.98,67.62,31.0737,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Skirts,Fashion,79.443,Girl,KH,31.5,21,5.25,0,1.05,8.4,67.2,12.243,No,Winter,2016,1,2016,
_APPAREL,KNIT,Dresses,Knit,91.686,Girl,KH,35.7,21,8.4,0,1.05,9.45,75.6,16.086,No,Winter,2016,1,2016,
_APPAREL,KNIT,Dresses,Knit,107.2449,Girl,ID,44.31,21,3.78,11.34,2.1,6.09,88.62,18.6249,No,Winter,2016,1,2016,223.2
ACCESSORIES,SHOES,Shoes,Athletic,143.2935,Boy,CN,51.45,21,5.25,10.5,0,31.5,119.7,23.5935,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Pants,Knit,56.7504,Boy,CN,13.65,21,4.2,3.15,2.1,1.05,45.15,11.6004,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Tops,Knit Top,78.1011,Boy,TH,19.95,21,2.1,14.7,2.1,2.1,61.95,16.1511,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,80.4552,Boy,TH,19.95,21,2.1,14.7,2.1,2.1,61.95,18.5052,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,110.6238,Boy,TH,31.5,21,2.1,29.4,2.1,2.1,88.2,22.4238,No,Winter,2016,1,2016,
_APPAREL,KNIT,Bottoms,Knit Bottom,81.3519,Girl,TH,28.35,21,3.15,0,2.1,10.5,65.1,16.2519,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,74.1909,Boy,TH,16.8,21,2.1,14.7,2.1,2.1,58.8,15.3909,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,78.1011,Boy,TH,16.8,21,2.1,17.85,2.1,2.1,61.95,16.1511,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,74.1972,Boy,TH,16.8,21,2.1,14.7,2.1,2.1,58.8,15.3972,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,84.6048,Boy,TH,25.2,21,2.1,14.7,2.1,2.1,67.2,17.4048,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,72.0615,Girl,VN,23.31,21.21,0,10.08,2.1,0,56.7,15.3615,No,Winter,2015,1,2015,100.85865
SLEEPWEAR,SLEEP,Sleepwear,B Sleepwear,111.9888,Boy,CN,38.43,21.21,13.65,0,0,37.59,110.88,1.1088,No,Winter,2015,1,2015,289.59276
SLEEPWEAR,SLEEP,Sleepwear,U Sleepwear,111.9888,Uni,CN,38.43,21.21,13.65,0,0,37.59,110.88,1.1088,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Knit Cardigans,112.7217,Girl,ID,38.43,21.21,1.05,26.67,2.1,0,89.46,23.2617,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Tops,Knit Top,71.9355,Girl,IN,22.68,21.42,2.1,9.24,1.26,0,56.7,15.2355,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,78.4728,Girl,IN,22.68,21.42,2.1,14.49,1.26,0,61.95,16.5228,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,66.8325,Girl,VN,17.43,21.42,0,11.55,2.1,0,52.5,14.3325,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Bodysuit,59.8584,Boy,CN,14.7,21.42,5.88,6.3,1.05,1.05,50.4,9.4584,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Bottoms,Pant,63.2856,Boy,KH,19.11,21.63,4.2,0,2.1,3.36,50.4,12.8856,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Shorts,Woven,66.5973,Boy,BD,17.85,21.63,9.24,0,1.68,2.1,52.5,14.0973,No,Winter,2015,1,2015,68.37
ACCESSORIES,HATS,Hats,Knit,63.1722,Boy,CN,9.45,21.63,5.25,2.1,7.35,8.4,54.18,8.9922,No,Winter,2016,1,2016,309.31922
ACCESSORIES,SOCKS,Accessories,Sock,78.2481,Girl,TW,19.74,21.84,0,0,0,2.1,65.73,12.5181,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Fashion Top,68.3865,Boy,CN,14.49,22.05,3.36,10.5,1.05,1.05,52.5,15.8865,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Bodysuit,67.1727,Boy,CN,24.57,22.05,6.3,1.68,1.05,1.05,56.7,10.4727,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Bodysuit,56.9331,Boy,CN,17.85,22.05,5.88,0,1.05,1.05,47.88,9.0531,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Onepieces,Onepiece,142.7538,Girl,TH,80.43,22.05,8.4,5.25,2.1,3.57,121.8,20.9538,No,Winter,2016,1,2016,
_APPAREL,KNIT,Onepieces,Onepiece,142.7538,Boy,TH,80.43,22.05,8.4,5.25,2.1,3.57,121.8,20.9538,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Tops,Woven Shirt,126.7686,Boy,BD,61.74,22.05,7.35,0,1.05,5.88,98.07,28.6986,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Tops,Woven Top,110.0358,Boy,BD,49.56,22.05,8.4,0,1.68,4.41,86.1,23.9358,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Tops,Woven Shirt,96.4656,Boy,BD,40.11,22.05,8.4,0,1.68,2.1,74.34,22.1256,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Tops,Woven Shirt,95.928,Boy,BD,39.06,22.05,9.03,0,1.68,2.1,73.92,22.008,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Tops,Woven Top,79.0734,Boy,BD,28.35,22.05,7.98,0,1.68,1.47,61.53,17.5434,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Tops,Woven Top,113.4756,Boy,BD,54.18,22.05,9.45,0,1.68,1.47,88.83,24.6456,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Tops,Woven Top,79.5963,Boy,BD,28.56,22.05,8.4,0,1.68,1.26,61.95,17.6463,No,Winter,2016,1,2016,67.31
_APPAREL,KNIT,Dresses,Knit,141.876,Girl,KH,77.07,22.05,6.3,0,1.05,11.13,117.6,24.276,No,Winter,2016,1,2016,
ACCESSORIES,SOCKS,Accessories,Sock,43.9299,Girl,TW,5.88,22.05,6.93,0,0,1.89,36.75,7.1799,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Bottoms,Skirts,100.7328,Girl,IN,46.83,22.47,9.45,0,0,1.47,80.22,20.5128,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Tops,Knit Cardigan,89.8401,Girl,ID,29.4,22.47,1.05,14.28,2.1,0,69.3,20.5401,No,Winter,2016,1,2016,223.2
ACCESSORIES,SOCKS,Socks,BG Fashion Sock,38.8815,Girl,TW,8.4,22.47,0,0,0,1.47,32.34,6.5415,No,Winter,2016,1,2016,
_APPAREL,KNIT,Bottoms,Pant,80.0625,Boy,CN,33.18,22.68,2.31,2.73,2.1,1.05,64.05,16.0125,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Onepieces,Onepiece,82.5321,Girl,KH,35.7,22.68,5.88,0,2.1,3.57,69.93,12.6021,No,Winter,2015,1,2015,
_APPAREL,KNIT,Onepieces,Onepiece,82.5321,Boy,KH,35.7,22.68,5.88,0,2.1,3.57,69.93,12.6021,No,Winter,2015,1,2015,
_APPAREL,KNIT,Onepieces,Onepiece,82.5321,Uni,KH,35.7,22.68,5.88,0,2.1,3.57,69.93,12.6021,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Knit Top,78.2103,Girl,ID,15.96,22.89,0,20.79,2.1,0,61.74,16.4703,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Bottoms,Knit Pant,100.5018,Boy,VN,41.37,22.89,7.77,5.67,2.1,0,79.8,20.7018,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Bottoms,Knit Pant,85.8606,Boy,VN,29.82,22.89,7.77,5.67,2.1,0,68.25,17.6106,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Dresses,Dress,123.0138,Girl,ID,76.02,23.1,1.89,0,2.1,5.04,108.15,14.8638,No,Winter,2015,1,2015,216
_APPAREL,WOVEN,Bottoms,Skirt/Skort,82.0596,Girl,BD,34.86,23.1,8.19,0,2.1,1.05,69.3,12.7596,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Tops,Active Top,128.5683,Boy,KH,57.75,23.1,8.4,10.5,0,0,99.75,28.8183,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Bodysuit,67.1727,Boy,CN,17.22,23.1,5.88,7.35,2.1,1.05,56.7,10.4727,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Bottoms,Pant,65.8665,Boy,CN,21,23.1,5.25,0,2.1,1.05,52.5,13.3665,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Active Top,116.4219,Boy,CN,44.94,23.1,2.94,16.8,2.52,1.05,91.35,25.0719,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Bodysuit,61.8093,Boy,CN,15.33,23.1,5.25,6.3,1.05,1.05,52.08,9.7293,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Bodysuit,64.7346,Boy,CN,24.15,23.1,5.25,0,1.05,1.05,54.6,10.1346,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Dresses,Dress,91.0602,Girl,VN,35.7,23.1,5.67,8.4,2.1,0,74.97,16.0902,No,Winter,2015,1,2015,100.85865
SLEEPWEAR,SLEEP,Sleepwear,G Sleepwear,133.1988,Girl,CN,49.98,23.1,12.39,0,0,46.41,131.88,1.3188,No,Winter,2015,1,2015,289.59276
SLEEPWEAR,SLEEP,Sleepwear,G Sleepwear,113.4735,Girl,CN,38.22,23.1,13.23,0,0,37.8,112.35,1.1235,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Knit Top,75.7575,Girl,ID,15.12,23.1,4.2,16.38,1.26,0,60.06,15.6975,No,Winter,2015,1,2015,216
_APPAREL,KNIT,Dresses,Dress,96.831,Girl,VN,48.3,23.1,8.4,0,0,0,79.8,17.031,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Dresses,Dress,124.4355,Girl,VN,73.5,23.1,6.3,0,0,0,102.9,21.5355,No,Winter,2015,1,2015,100.85865
SLEEPWEAR,SLEEP,Sleepwear,G Sleepwear,135.5319,Girl,CN,42.21,23.1,10.5,0,0,58.38,134.19,1.3419,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Tops,Knit Top,63.1491,Girl,VN,16.8,23.1,6.3,0,2.1,0,48.3,14.8491,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Bottoms,Knit Pant,154.392,Girl,CN,74.55,23.1,1.68,21,2.1,2.1,124.53,29.862,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Dresses,Dress,132.4659,Girl,VN,77.28,23.1,7.14,0,2.1,0,109.62,22.8459,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Onepieces,Onepiece,109.8405,Boy,KH,45.15,23.1,12.6,0,2.1,10.5,93.45,16.3905,No,Winter,2016,1,2016,
ACCESSORIES,TIGHT,Accessories,Sock,41.8257,Girl,TW,10.71,23.1,0,0,0,1.89,35.7,6.1257,No,Winter,2016,1,2016,
_APPAREL,KNIT,Dresses,Dress,141.96,Girl,KH,67.2,23.1,13.65,0,0,9.45,113.4,28.56,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Tops,Woven Top,78.015,Boy,BD,28.35,23.1,6.3,0,1.68,1.26,60.69,17.325,No,Winter,2016,1,2016,67.31
ACCESSORIES,TIGHT,Accessories,Sock,44.0538,Girl,TW,10.71,23.1,0,0,0,1.89,35.7,8.3538,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Tops,Woven Top,84.1008,Boy,BD,33.18,23.1,6.3,0,1.68,1.26,65.52,18.5808,No,Winter,2016,1,2016,67.31
ACCESSORIES,SOCKS,Socks,BG Fashion Sock,40.1331,Girl,TW,8.82,23.1,0,0,0,1.47,33.39,6.7431,No,Winter,2016,1,2016,
_APPAREL,KNIT,Dresses,Knit,109.2525,Girl,KH,51.45,23.1,11.55,0,1.05,3.15,90.3,18.9525,No,Winter,2016,1,2016,
_APPAREL,KNIT,Bottoms,Knit Bottom,91.4172,Boy,CN,37.38,23.1,4.2,4.2,0.21,4.2,73.29,18.1272,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Tops,Knit Top,87.1584,Girl,TH,16.8,23.1,3.15,16.8,2.1,5.25,67.2,19.9584,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,89.8401,Girl,ID,18.69,23.1,7.35,7.35,2.1,10.71,69.3,20.5401,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Bottoms,Knit Bottom,99.4182,Girl,TH,44.1,23.1,6.3,0,0,6.3,79.8,19.6182,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Knit Top,80.4552,Girl,ID,18.48,23.1,8.19,7.35,2.1,2.73,61.95,18.5052,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Tops,Knit Top,81.795,Girl,ID,14.28,23.1,7.35,11.55,2.1,4.62,63,18.795,No,Winter,2016,1,2016,223.2
_APPAREL,KNIT,Bottoms,Knit Bottom,83.4162,Girl,CN,34.86,23.1,1.68,0,0,7.14,66.78,16.6362,No,Winter,2016,1,2016,309.31922
_APPAREL,KNIT,Tops,Bodysuit,99.5988,Girl,TH,16.8,23.1,11.55,24.15,2.1,6.93,84.63,14.9688,No,Winter,2016,1,2016,
_APPAREL,KNIT,Bottoms,Knit Bottom,107.1609,Boy,TH,48.3,23.1,6.3,0,0,8.4,86.1,21.0609,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,Bodysuit,76.4379,Girl,TH,19.95,23.31,4.41,11.76,2.1,3.15,64.68,11.7579,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,Bodysuit,77.8995,Girl,KH,19.95,23.31,4.41,11.76,2.1,4.41,65.94,11.9595,No,Winter,2015,1,2015,
